converted_alias	mock_rep1	mock_rep2	mock_rep3	sars_cov_rep1	sars_cov_rep2	sars_cov_rep3	p_value	converted_entrez_id
ENSG00000083857	50.31	48.42	50.65	53.44	55.6	54.55	0.0070900864530803	2195
ENSG00000179046	0.8136	0.7805	0.6806	1.304	1.548	1.983	0.0135514229379056	205860
ENSG00000164366	2.169	1.903	2.109	1.871	1.809	1.722	0.0468361292732721	133957
ENSG00000028310	4.589	4.496	4.395	4.777	4.925	4.881	0.0066661464554497	65980
ENSG00000150753	92.74	76.92	83.16	98.41	106.4	104.3	0.022382502636241	22948
ENSG00000039139	0.3233	0.2513	0.258	0.3441	0.3791	0.4073	0.0277058993763133	1767
ENSG00000154122	2.629	3.03	2.844	2.09	2.144	2.033	0.0034412443203327	56172
ENSG00000154153	0.3161	0.4766	0.4582	0.2373	0.1688	0.2666	0.0299396209750918	54463
ENSG00000145555	16.76	14.68	16.52	18.18	18.56	19.76	0.0247081214763666	4651
ENSG00000040731	1.216	1.145	1.218	0.6528	0.7133	0.4897	0.0012658356472274	1008
ENSG00000168685	1.17	0.8881	0.9086	1.477	1.919	1.746	0.0099772816679664	3575
ENSG00000197603	1.687	1.637	1.689	1.425	1.544	1.55	0.0202494114977126	65250
ENSG00000145623	14.42	14.86	14.33	15.94	18.26	16.82	0.0237949177388687	9180
ENSG00000082074	25.13	26.59	22.6	18.04	19.35	17.11	0.0077554486962548	2533
ENSG00000112964	0.3123	0.3083	0.4706	0.1248	0.2034	0.1861	0.0303340744449043	2690
ENSG00000198865	1.965	2.173	2.12	1.117	1.343	0.9655	0.0017062227975423	100129792
ENSG00000250722	3.44	3.835	3.927	2.061	2.24	1.676	0.0014654518146283	6414
ENSG00000016082	0.6725	0.5161	0.7032	0.3957	0.3942	0.4883	0.0358634747069799	3670
ENSG00000134363	10.56	11.51	11.41	14.11	14.07	12.77	0.0095343101398781	10468
ENSG00000185305	1.811	2.122	2.013	1.325	1.544	1.589	0.0153907374297735	54622
ENSG00000039123	25.98	23.97	26.56	20.18	22.81	22.23	0.0282259512805027	23517
ENSG00000287709	0.118	0.04152	0.08354	0.0	0.0	0.01514	0.028583525392693	101928505
ENSG00000035499	1.327	1.086	1.19	0.7347	0.7318	0.9069	0.0106559322453159	55789
ENSG00000049192	0.1401	0.07152	0.1439	0.2034	0.2077	0.2122	0.019548788465392	11174
ENSG00000152939	9.122	8.38	8.826	7.653	8.13	7.958	0.0283650288641499	153562
ENSG00000145736	2.272	2.545	2.404	1.872	2.075	2.208	0.0473102576959039	728340
ENSG00000145736	2.272	2.545	2.404	1.872	2.075	2.208	0.0473102576959039	2966
ENSG00000049883	1.431	1.349	1.403	1.115	1.223	1.065	0.007731375672433	79810
ENSG00000157111	3.141	3.149	2.483	4.125	4.403	4.896	0.0079613045537176	134285
ENSG00000164331	9.895	9.458	9.665	8.735	7.723	8.254	0.0107504509055759	57763
ENSG00000198780	1.087	1.249	1.345	0.7795	0.9391	0.9546	0.0231448917514875	26049
ENSG00000176928	1.302	1.8	2.009	1.04	1.051	0.8918	0.0303317001960236	51301
ENSG00000152409	1.265	1.395	1.587	1.084	1.055	1.029	0.0192466964744138	133746
ENSG00000164300	7.574	8.067	8.503	6.638	6.682	6.776	0.0076435870232208	256987
ENSG00000145687	1.86	2.143	1.95	1.313	1.704	1.325	0.0247452498492619	23635
ENSG00000245864	0.4236	0.4471	0.2999	0.159	0.1584	0.2174	0.012985699071989	109729137
ENSG00000153140	16.87	17.85	21.81	13.59	13.48	14.7	0.0343550353665441	1070
ENSG00000237187	0.05813	0.06135	0.04801	0.03272	0.02173	0.02238	0.0049005870675805	441094
ENSG00000145757	0.5514	0.4476	0.5404	0.4297	0.4043	0.3306	0.0479754917074178	83890
ENSG00000173221	18.97	14.27	14.85	19.75	22.51	21.98	0.0342162867342077	2745
ENSG00000145730	29.72	30.24	28.56	26.43	28.38	27.21	0.0452090502535691	5066
ENSG00000181751	1.656	1.807	1.792	1.467	1.482	1.418	0.0046298722261874	90355
ENSG00000112874	4.721	4.076	4.821	3.319	3.306	3.555	0.0097479789423294	83594
ENSG00000134986	2.386	2.483	2.469	1.484	1.928	1.876	0.0088649744769863	9315
ENSG00000145782	14.23	12.69	13.43	11.11	12.49	11.48	0.0442720860053282	9140
ENSG00000145781	1.22	1.309	1.402	0.8443	1.021	1.074	0.0191663844044343	51397
ENSG00000092421	1.163	1.109	1.005	1.445	1.43	1.439	0.0017585096318708	57556
ENSG00000113083	0.6294	0.6903	0.5067	0.9447	1.01	0.76	0.0326517879421404	4015
ENSG00000205302	10.01	8.681	10.38	7.946	8.534	7.97	0.0488985193657749	6643
ENSG00000061455	0.0	0.0	0.0	0.006906	0.006879	0.009445	0.0008085658456864	93166
ENSG00000168916	3.368	3.66	3.846	2.578	2.986	2.903	0.0126676911141729	57507
ENSG00000113368	4.47	4.301	4.215	3.129	3.602	3.044	0.0047976836268979	4001
ENSG00000113396	0.3238	0.1922	0.3867	0.1139	0.09077	0.1324	0.0322817972492539	28965
ENSG00000217128	3.014	3.739	4.149	2.666	2.535	2.84	0.0499578482358001	96459
ENSG00000164400	0.8297	1.051	0.4699	6.352	3.908	7.058	0.0067566294067129	1437
ENSG00000155329	6.404	6.108	7.113	3.831	4.477	4.528	0.0037322109528269	54819
ENSG00000081059	0.215	0.2648	0.203	0.1463	0.1206	0.169	0.0249319708544939	6932
ENSG00000145824	3.217	6.176	5.432	1.614	2.086	1.596	0.0245079518977134	9547
ENSG00000120708	410.3	374.2	363.0	316.0	353.4	324.4	0.048231796001165	7045
ENSG00000113658	10.14	9.291	9.793	7.565	7.898	7.679	0.0015709873221628	4090
ENSG00000152377	31.44	32.04	35.11	27.72	29.12	28.9	0.0244519516451015	6695
ENSG00000146021	0.93	1.052	0.8464	0.6263	0.7449	0.7958	0.0475257214283258	26249
ENSG00000112981	0.412	0.5371	0.6004	0.2728	0.3533	0.3824	0.0486503307232518	8382
ENSG00000112983	9.958	9.756	9.385	8.281	9.065	8.769	0.0247181092741335	10902
ENSG00000120727	16.55	15.69	16.68	12.79	14.07	14.33	0.0105478448350315	51247
ENSG00000170482	0.04293	0.02265	0.07597	0.09666	0.1204	0.1487	0.0259165070457595	9963
ENSG00000171604	1.498	2.178	1.784	1.213	1.004	1.265	0.0362000757366696	51523
ENSG00000113070	15.06	12.32	13.82	31.31	33.18	34.07	7.287151525175545e-05	1839
ENSG00000254996	10.26	9.893	10.28	9.865	9.537	9.555	0.0405208156527427	404734
ENSG00000120314	6.917	6.899	6.865	7.506	7.624	7.933	0.003457011639463	54853
ENSG00000170445	27.36	22.77	26.41	30.48	29.28	29.96	0.0380973826667191	3035
ENSG00000204967	0.05857	0.04636	0.05183	0.04396	0.02737	0.03194	0.0426697304731208	56144
ENSG00000204965	0.1073	0.08809	0.1013	0.06712	0.06686	0.05967	0.0051219387272112	56143
ENSG00000204962	0.108	0.114	0.07644	0.06754	0.06728	0.06004	0.0441199542100146	56140
ENSG00000248383	0.2425	0.1462	0.188	0.104	0.1165	0.08001	0.0368363355105742	56135
ENSG00000253537	0.4931	0.5204	0.4853	0.4197	0.3642	0.4213	0.0105340751781838	56108
ENSG00000276547	1.847	1.562	1.776	1.127	1.454	1.346	0.0312083937798449	56101
ENSG00000253846	1.174	0.9765	0.9678	0.824	0.8364	0.8027	0.0326008588123159	56106
ENSG00000253873	0.7207	0.7962	0.8529	0.6212	0.6062	0.6545	0.0164039806003467	56105
ENSG00000171720	21.06	19.51	19.56	22.31	22.57	24.66	0.0253238103332038	8841
ENSG00000113552	21.2	17.08	20.27	14.46	16.67	14.44	0.0406256864350475	10007
ENSG00000187678	1.544	1.041	1.546	2.109	1.752	2.363	0.0460661837338038	81848
ENSG00000113578	2.238	2.557	2.315	1.297	1.663	1.131	0.0054593777621906	2246
ENSG00000186314	0.4479	0.3077	0.4157	0.4947	0.5733	0.6196	0.0370093881810681	153768
ENSG00000156463	7.376	8.371	7.35	9.695	9.761	9.37	0.0058976327420593	153769
ENSG00000113657	3.972	3.791	4.133	3.176	3.444	3.354	0.0071230020375544	1809
ENSG00000178172	0.1079	0.0	0.0	0.2429	0.242	0.2492	0.0044166828372542	404203
ENSG00000247199	0.2491	0.2629	0.1983	0.1752	0.1047	0.1079	0.0236800065565948	102546294
ENSG00000169252	11.91	12.74	13.28	19.36	21.87	18.59	0.0023957210438756	154
ENSG00000157510	2.882	2.967	3.221	3.688	3.991	3.877	0.0035536907436831	134265
ENSG00000164284	2.098	2.437	2.59	2.856	2.718	2.905	0.0442390857928765	134266
ENSG00000155850	2.801	2.724	3.247	2.038	2.085	1.978	0.0058248767768139	1836
ENSG00000070614	46.01	45.77	46.17	43.73	39.92	41.99	0.0207342900192697	3340
ENSG00000211445	187.2	201.6	166.1	136.6	154.3	157.2	0.0428515036564997	2878
ENSG00000145901	19.74	19.77	19.5	49.04	41.96	46.46	0.000226263800892	10318
ENSG00000197043	19.48	16.11	16.34	21.54	20.59	21.34	0.0267857487728718	309
ENSG00000123643	1.052	1.131	1.099	0.9333	0.9604	0.9724	0.0057073237270179	206358
ENSG00000086570	25.04	28.59	25.47	20.28	19.71	19.24	0.0046277344219254	2196
ENSG00000113140	20.31	21.11	18.49	14.57	14.85	14.57	0.002447935751055	6678
ENSG00000231989	0.2634	0.4942	0.4143	0.06589	0.06564	0.1239	0.01225268061516	153743
ENSG00000135074	8.29	7.845	7.686	9.151	9.217	10.2	0.0146504409604436	8728
ENSG00000253522	0.05641	0.02977	0.0	0.5716	1.234	0.5754	0.0257038644092603	107075116
ENSG00000253417	2.083	1.99	1.952	1.046	1.673	1.311	0.0232016179003276	285629
ENSG00000145934	10.21	10.36	10.36	11.9	11.85	11.04	0.0104651610495901	57451
ENSG00000113645	5.366	5.75	6.294	8.187	7.327	8.259	0.006221113877464	23286
ENSG00000094755	3.511	3.746	3.592	4.865	4.889	4.775	9.151836134404876e-05	2568
ENSG00000204764	0.1285	0.155	0.1689	0.1085	0.1081	0.08125	0.0258266526457124	64901
ENSG00000072786	11.1	9.824	9.582	12.88	12.13	11.66	0.0252760504388172	6793
ENSG00000174705	13.4	14.03	13.77	17.09	15.25	16.65	0.0112835156886883	285590
ENSG00000214357	5.168	4.992	5.357	6.803	6.834	7.475	0.0015509595189782	54492
ENSG00000120129	32.9	41.78	42.12	53.35	48.55	47.22	0.038478944048364	1843
ENSG00000164463	0.9315	0.8534	0.828	0.5852	0.6964	0.5531	0.0083101545729586	153222
ENSG00000122203	34.16	31.76	34.07	37.07	37.13	37.64	0.008038906213459	57179
ENSG00000113194	30.86	30.29	30.13	27.82	29.56	28.43	0.0304810176700115	23197
ENSG00000169230	52.69	44.01	39.52	61.12	55.74	63.61	0.0307628571233884	27166
ENSG00000213347	10.17	9.062	7.552	11.72	10.64	11.75	0.0441061168897202	83463
ENSG00000113240	13.79	11.88	13.27	9.142	10.75	10.69	0.0229474299488944	57396
ENSG00000176783	7.118	6.581	7.188	6.157	6.078	6.378	0.0231609459825976	80230
ENSG00000233937	0.8391	0.613	0.7767	0.9446	0.9409	1.019	0.0353301781840717	101928649
ENSG00000248275	1.572	1.787	1.512	1.271	1.356	1.055	0.0317804650026394	100507602
ENSG00000054598	11.03	12.61	12.83	10.11	10.2	10.09	0.0235275898274541	2296
ENSG00000021355	24.45	22.17	24.29	36.91	35.26	42.35	0.0030268407450892	1992
ENSG00000124570	20.48	18.64	18.25	20.88	21.81	23.44	0.0453040677656439	5269
ENSG00000244041	0.6231	0.5699	0.7057	0.5144	0.4658	0.3677	0.0348999283830847	401232
ENSG00000137267	13.5	11.61	12.55	19.07	15.86	16.89	0.0124355156271598	7280
ENSG00000168994	19.36	20.52	19.73	18.2	15.76	15.87	0.0197038383662677	221749
ENSG00000112739	13.33	13.72	13.55	11.22	12.97	11.4	0.0421905515852292	8899
ENSG00000269985	0.4772	0.7555	0.8445	0.1343	0.0	0.1378	0.0073207878481869	101927972
ENSG00000261189	2.383	2.358	2.899	1.551	1.837	1.834	0.0157866501443634	101928076
ENSG00000111859	5.05	5.471	5.17	8.042	8.314	7.209	0.001788731149431	4739
ENSG00000078401	3.381	4.298	4.7	7.474	8.774	8.674	0.0018590747112785	1906
ENSG00000124523	1.963	1.852	2.106	1.644	1.763	1.661	0.0260136616327068	23408
ENSG00000007944	1.058	1.267	1.57	0.8473	0.7985	0.8144	0.0328097724479795	29116
ENSG00000137177	14.99	14.07	14.57	13.42	13.01	13.46	0.0145665766967751	63971
ENSG00000187566	0.7011	0.6166	0.6824	0.3618	0.3276	0.4611	0.0039843602047095	378884
ENSG00000124795	22.25	22.44	21.5	15.07	16.43	15.98	0.0002235727610244	7913
ENSG00000172197	1.327	1.219	1.271	0.9656	0.5258	0.9024	0.0280499448276886	154141
ENSG00000111802	19.16	18.69	20.71	17.12	17.01	16.22	0.0152599379375683	51567
ENSG00000079691	10.56	9.865	10.98	8.158	8.886	8.843	0.0101871291346798	55604
ENSG00000010704	3.336	2.791	3.143	2.54	2.353	2.386	0.0173588535151787	3077
ENSG00000112812	1.314	0.9321	1.25	0.7393	0.7365	0.6887	0.0204214870146251	10279
ENSG00000235109	7.614	7.456	7.18	5.864	6.674	5.767	0.0138684260890451	64288
ENSG00000204644	0.4814	0.7938	0.5111	0.8468	1.215	1.135	0.0348291295536605	346171
ENSG00000234127	22.33	22.07	22.65	21.13	19.85	20.16	0.0094083907965223	7726
ENSG00000204576	2.017	1.987	1.942	2.089	2.172	2.267	0.0255016066580366	80742
ENSG00000204574	30.28	30.23	28.04	32.58	31.83	33.69	0.0253747520407754	23
ENSG00000146112	57.44	59.66	54.71	62.21	63.33	66.9	0.0268409721441816	170954
ENSG00000196230	236.7	191.5	223.9	271.7	260.4	287.8	0.0231712513704933	203068
ENSG00000272273	53.76	54.69	60.07	91.68	98.61	98.91	0.0001966989365343	105379695
ENSG00000137331	135.7	137.8	123.1	296.2	223.4	238.5	0.0060075327964765	8870
ENSG00000204544	0.2586	0.2365	0.2318	0.3881	0.4446	0.4844	0.0025078227280837	394263
ENSG00000204520	41.01	44.18	40.06	52.89	46.03	49.3	0.0307316058000222	100507436
ENSG00000204516	5.115	4.117	4.809	6.252	5.562	6.901	0.0328052811785363	4277
ENSG00000232810	0.3896	0.329	0.6895	2.018	1.617	1.92	0.0010920983000262	7124
ENSG00000227507	0.8045	0.7718	0.8283	3.376	2.46	2.055	0.0094736909094898	4050
ENSG00000213719	178.4	161.9	164.2	188.7	188.1	194.4	0.0159186282575163	1192
ENSG00000204394	13.0	12.89	13.24	18.43	14.66	15.77	0.0446837698769807	7407
ENSG00000204385	5.482	5.786	5.821	7.164	6.629	6.789	0.0037075891397858	80736
ENSG00000166278	0.2474	0.2238	0.2752	0.4177	0.4756	0.3129	0.0371875493896024	717
ENSG00000243649	8.714	8.082	7.14	28.57	30.03	24.46	0.0003379442655392	629
ENSG00000204356	26.96	24.83	24.88	28.72	27.13	28.35	0.0419138828040048	7936
ENSG00000231852	0.09081	0.06389	0.1071	0.1363	0.1697	0.2097	0.0265408515860852	1589
ENSG00000204267	6.498	7.379	7.361	8.641	8.278	8.151	0.0172184658324419	6891
ENSG00000204264	7.76	6.515	6.555	10.09	9.231	8.763	0.0127580418459209	5696
ENSG00000168394	9.307	9.358	9.363	12.2	12.39	11.6	0.0003382169252032	6890
ENSG00000240065	3.022	3.528	1.547	6.224	5.119	4.157	0.042849845165157	5698
ENSG00000289047	1.79	1.776	2.107	1.157	0.9538	1.33	0.0083164887864436	100294145
ENSG00000204248	0.2055	0.241	0.1616	0.12	0.06829	0.1436	0.0450070210585988	1302
ENSG00000204209	17.35	15.22	16.74	18.75	18.06	19.68	0.0385468137889052	1616
ENSG00000204209	17.35	15.22	16.74	18.75	18.06	19.68	0.0385468137889052	113523636
ENSG00000137288	16.7	15.15	17.19	12.73	10.74	13.07	0.011899256637814	84300
ENSG00000272288	3.986	3.985	4.059	3.306	2.98	3.176	0.0009415596024603	101929243
ENSG00000096060	15.34	13.96	14.07	9.356	11.57	10.24	0.0064797325699225	2289
ENSG00000146122	0.04076	0.03764	0.03967	0.02294	0.02857	0.02353	0.0020272609035515	23500
ENSG00000124496	2.859	3.107	2.704	2.458	2.485	2.557	0.0322056744200286	55809
ENSG00000024048	6.811	6.87	7.257	5.818	6.512	6.222	0.0315168146367202	23304
ENSG00000112624	1.623	1.802	1.643	1.285	1.175	1.409	0.0105569042741811	23506
ENSG00000170734	6.29	5.986	6.014	5.455	5.35	5.607	0.0069077181302616	5429
ENSG00000172432	21.15	23.52	21.87	26.66	26.84	26.94	0.0027925544021688	54676
ENSG00000112715	41.34	43.9	41.6	54.33	55.65	56.17	0.0001813880641224	7422
ENSG00000237686	0.8824	0.8411	0.7052	1.442	1.149	1.95	0.042671328973103	101929705
ENSG00000181577	0.4323	0.2477	0.2448	0.8343	0.9281	0.7465	0.0028873346035528	221416
ENSG00000146232	2.538	3.003	3.1	4.27	3.691	4.252	0.0098268092124657	4794
ENSG00000124813	2.166	2.275	2.457	1.784	1.982	2.05	0.0363603457461323	860
ENSG00000146233	0.1949	0.2782	0.2515	0.1419	0.1928	0.1324	0.0499235337027041	51302
ENSG00000153291	2.912	3.443	2.774	2.268	2.578	2.183	0.0416302902285499	9481
ENSG00000146072	54.89	56.02	50.52	48.29	46.88	47.39	0.0219205548023873	27242
ENSG00000170915	0.6101	0.6732	0.7656	0.5151	0.5598	0.5017	0.0313931768468554	85315
ENSG00000225791	0.9202	0.9171	0.7599	0.5179	0.7166	0.6001	0.0314241821098933	401264
ENSG00000001084	32.11	34.93	38.81	27.24	27.62	25.08	0.0146309059069469	2729
ENSG00000151914	32.76	35.31	42.34	26.18	28.12	26.97	0.0291820069225423	667
ENSG00000118482	4.958	5.029	5.25	4.199	4.396	4.215	0.0017144008131287	23469
ENSG00000156535	40.26	44.36	48.17	30.69	32.48	31.46	0.0055754602619192	135228
ENSG00000111799	9.695	8.698	8.847	11.18	12.14	10.49	0.0184641959826458	1303
ENSG00000196586	14.32	14.42	15.64	12.32	13.15	12.18	0.0126062178610959	4646
ENSG00000146247	2.951	3.194	3.749	2.563	2.758	2.278	0.0493250328677705	55023
ENSG00000286042	2.306	2.344	2.132	1.686	1.585	1.412	0.0024745813809845	80078
ENSG00000135338	2.051	2.734	2.834	1.856	1.585	1.525	0.0293453652667264	167691
ENSG00000118402	5.512	6.55	7.096	4.422	4.843	4.536	0.0206476427230926	6785
ENSG00000146250	0.0513	0.08121	0.03631	0.0	0.0	0.0	0.0130140410025056	167681
ENSG00000135315	0.9612	1.159	1.208	0.795	0.671	0.7551	0.011668751870883	22832
ENSG00000172469	1.023	1.269	1.475	0.8205	0.7313	0.8417	0.0274693332231226	79694
ENSG00000057657	1.219	1.164	1.358	1.897	1.934	2.006	0.0004507418661248	639
ENSG00000057663	6.883	6.953	7.563	6.419	6.539	6.343	0.0351510430563895	9474
ENSG00000112297	24.43	23.66	25.93	21.72	22.65	22.9	0.0410565096374135	202
ENSG00000025796	31.77	32.46	32.36	27.01	30.51	28.92	0.0307671959518391	11231
ENSG00000118689	3.594	3.225	3.778	3.107	3.055	2.999	0.0445025347347303	2309
ENSG00000080546	2.594	3.043	3.171	2.317	2.115	2.187	0.0167988337869006	27244
ENSG00000135587	2.965	2.874	3.084	3.202	3.495	3.436	0.0203221651139903	6610
ENSG00000112290	6.741	6.686	6.583	7.657	7.241	7.941	0.0106312550917872	8936
ENSG00000187189	3.434	3.91	3.669	3.025	2.657	3.066	0.0162553399044332	23270
ENSG00000164465	10.42	9.586	9.858	12.44	12.41	11.43	0.0066004660533452	285761
ENSG00000025156	1.972	2.44	2.583	1.658	1.855	1.361	0.0390070010402103	3298
ENSG00000111897	67.91	77.04	83.41	64.77	60.84	60.06	0.0395681119927875	57515
ENSG00000135547	0.03669	0.03872	0.05194	0.0	0.0	0.0	0.0008889367952293	23493
ENSG00000111912	3.446	3.808	3.783	4.621	4.967	4.108	0.0323598446288731	135112
ENSG00000118523	17.67	19.63	20.17	13.98	15.59	14.9	0.0082667423024905	1490
ENSG00000112299	0.4242	0.2865	0.2402	1.127	1.161	1.156	0.0001223112018929	8876
ENSG00000293493	0.1363	0.1079	0.09647	0.9205	0.8788	0.6164	0.0019604597038069	55350
ENSG00000112303	0.05973	0.02101	0.01409	0.1345	0.1786	0.1073	0.0125206164726436	8875
ENSG00000118514	0.2064	0.1361	0.1461	0.05809	0.1157	0.06952	0.043902140211938	64577
ENSG00000027697	14.14	17.28	18.62	21.74	22.59	20.57	0.0269348813314453	3459
ENSG00000230533	0.2515	0.3981	0.712	1.557	1.128	1.016	0.021761421997765	102723649
ENSG00000118503	7.012	8.385	7.37	24.37	23.46	20.8	0.0001833651751002	7128
ENSG00000010818	4.926	4.984	5.285	5.76	6.306	6.124	0.0069259543836962	3097
ENSG00000152818	5.313	5.258	5.398	4.622	4.625	4.311	0.0019872424019762	7402
ENSG00000111961	2.191	2.193	2.186	1.517	1.698	1.819	0.00430465144612	23328
ENSG00000111962	1.878	1.826	1.887	1.293	1.518	1.317	0.0027221880573995	10090
ENSG00000131015	11.24	12.7	12.02	15.17	13.91	15.63	0.011819624216434	80328
ENSG00000009765	0.07843	0.1204	0.09589	0.04816	0.007996	0.06038	0.0409334434802369	389434
ENSG00000120254	2.53	2.429	2.564	2.717	2.799	2.813	0.0059613602687616	25902
ENSG00000131016	4.508	4.212	4.21	4.854	5.429	5.222	0.0117011277600216	9590
ENSG00000131018	0.386	0.333	0.3857	0.299	0.2521	0.2753	0.0139723836615296	23345
ENSG00000112029	2.207	1.811	2.025	1.196	1.436	1.625	0.0243155878979046	26271
ENSG00000146426	0.3355	0.2741	0.3371	0.2193	0.2427	0.1666	0.0257045201426538	26230
ENSG00000291237	4.797	4.609	4.387	12.36	13.89	11.33	0.0004602020698285	6648
ENSG00000085511	5.983	5.342	6.189	5.04	5.137	4.964	0.038270524820959	4216
ENSG00000177706	0.9647	0.9391	1.089	1.638	1.408	1.28	0.0178276679290866	56975
ENSG00000188191	3.014	3.366	3.001	4.138	3.402	3.99	0.0481338744714697	5575
ENSG00000005108	0.06716	0.05063	0.05094	0.0324	0.01076	0.003693	0.0164489443928245	221981
ENSG00000006747	0.0595	0.06279	0.07487	0.03721	0.02224	0.05089	0.0381848936718849	85477
ENSG00000048052	1.73	1.692	1.774	2.086	2.139	1.87	0.0248898292794958	9734
ENSG00000179428	0.0	0.05059	0.0	0.2698	0.3225	0.3321	0.0003444355871243	541472
ENSG00000136244	0.7476	0.6762	0.378	3.919	4.0	3.404	0.0001301214522471	3569
ENSG00000136235	56.98	56.47	47.32	30.21	33.22	25.79	0.0033175464721989	10457
ENSG00000005073	0.0	0.0	0.0	0.05515	0.05494	0.01886	0.0235103599846673	3207
ENSG00000106049	13.91	14.44	15.27	12.68	12.3	13.43	0.0282544844435887	11112
ENSG00000176532	1.101	1.162	0.9931	0.9477	0.5083	0.6398	0.0499517342011263	222171
ENSG00000286847	0.145	0.1531	0.2053	0.06531	0.03253	0.1228	0.0439189620909549	105375216
ENSG00000006625	39.89	47.82	53.33	36.64	36.44	32.61	0.0457737990599553	79017
ENSG00000105778	3.841	3.683	3.782	3.317	3.376	3.314	0.0010024837691805	23080
ENSG00000011426	13.69	13.79	15.66	10.41	12.46	11.59	0.0296080198728333	54443
ENSG00000187037	0.08976	0.09472	0.0953	0.2337	0.2642	0.2267	0.0002192216141911	353345
ENSG00000086288	0.0	0.0	0.0	0.09567	0.1271	0.03271	0.0373361816107873	51314
ENSG00000086289	4.571	4.47	4.896	4.176	3.382	4.035	0.0474426500068672	54749
ENSG00000241127	1.584	1.671	1.688	1.145	1.272	1.129	0.0011064320562127	57002
ENSG00000065883	4.527	4.421	4.574	3.948	4.044	3.907	0.0008810905948206	8621
ENSG00000122641	4.401	4.219	5.974	14.95	15.78	16.63	0.0001217882395231	3624
ENSG00000224116	0.2023	0.1983	0.3274	0.6345	0.7617	0.7176	0.0012147993287194	285954
ENSG00000106571	1.088	1.124	1.187	0.8812	0.9194	0.9752	0.0064147457835332	2737
ENSG00000106591	57.99	51.99	55.22	63.39	62.99	62.98	0.0097997056845313	64983
ENSG00000231638	1.188	1.088	0.7936	0.631	0.4526	0.6818	0.0339535879410644	100506895
ENSG00000214783	2.792	2.745	2.928	2.51	2.511	2.509	0.004742732966423	84820
ENSG00000106636	44.57	41.16	42.29	50.15	49.38	46.38	0.0174211084420276	10652
ENSG00000136271	12.25	12.64	11.84	13.81	12.97	14.12	0.0283604622002216	54606
ENSG00000105953	33.51	32.23	32.14	41.46	36.54	37.11	0.0236890503993181	4967
ENSG00000232956	4.523	5.335	4.52	6.29	5.892	5.453	0.0403916708260995	285958
ENSG00000277184	0.4916	0.5188	1.392	2.214	1.654	2.649	0.0293025502129655	677798
ENSG00000164742	0.2497	0.2266	0.2227	0.163	0.08399	0.1384	0.0135613150501421	107
ENSG00000183696	25.12	28.07	26.55	34.81	30.52	30.13	0.0384416096588735	7378
ENSG00000106070	2.097	1.909	2.058	2.154	2.272	2.361	0.0438336108905773	2887
ENSG00000106078	1.993	2.081	2.081	2.251	2.139	2.176	0.0360210594437983	23242
ENSG00000178665	0.8101	1.124	0.9239	0.6925	0.572	0.5775	0.0274468420672988	349075
ENSG00000198039	0.2122	0.3389	0.3694	0.1679	0.1286	0.1876	0.0467029152980139	10793
ENSG00000196715	6.529	7.012	6.656	5.963	5.751	6.291	0.0267128997040438	154807
ENSG00000241258	9.88	9.695	10.43	11.1	10.7	11.16	0.0202157461622914	27297
ENSG00000106635	11.75	13.72	12.52	15.75	14.43	15.23	0.0230601455350897	9275
ENSG00000127946	2.819	2.658	2.912	2.168	2.427	2.416	0.015059496664476	3092
ENSG00000188372	2.733	1.879	2.14	4.242	3.018	3.682	0.0325036771245626	7784
ENSG00000265479	5.563	6.575	6.458	9.226	7.236	8.051	0.0404254586513903	441263
ENSG00000205482	0.4211	0.5	0.4844	0.6519	0.8265	0.8308	0.0090994540899764	100505767
ENSG00000006576	1.254	1.2	1.665	0.8473	0.8441	1.014	0.0400308931621937	57157
ENSG00000135218	0.2028	0.2497	0.2074	0.1649	0.02527	0.07374	0.0387914376352212	948
ENSG00000186472	0.574	0.5355	0.5123	0.4589	0.4322	0.4269	0.0078685334303984	27445
ENSG00000170381	0.6119	0.6644	0.7909	0.3694	0.2983	0.4506	0.0101410842024492	9723
ENSG00000075213	6.977	6.729	6.743	6.085	6.438	6.344	0.0164864817139607	10371
ENSG00000075142	21.92	22.5	24.19	26.7	25.59	25.02	0.0260753295291514	6717
ENSG00000157240	1.859	1.541	1.725	1.356	1.244	1.011	0.0212315580452471	8321
ENSG00000127989	4.46	3.83	4.424	2.933	3.299	3.372	0.0134104304174267	7978
ENSG00000287672	0.5902	0.4845	0.4178	0.8121	0.7354	0.6563	0.0244922837468976	112267986
ENSG00000177409	1.198	1.496	1.858	1.956	2.205	2.566	0.0495670350608903	219285
ENSG00000105825	29.0	28.01	31.69	35.05	37.27	35.95	0.0068945028141035	7980
ENSG00000242265	1.401	1.436	1.501	0.9327	1.018	1.196	0.0087150133511648	23089
ENSG00000004799	0.5447	0.7281	0.7197	0.327	0.2443	0.1258	0.0066644943603278	5166
ENSG00000198742	22.12	21.97	22.57	23.06	23.21	23.8	0.0170550785124897	57154
ENSG00000221909	1.268	1.459	1.564	1.081	1.228	1.168	0.0483462955940059	221786
ENSG00000146833	9.58	8.91	10.42	7.681	8.236	8.592	0.0454175493806579	89122
ENSG00000106261	15.3	15.02	16.36	12.81	13.67	13.38	0.0090593246007777	7586
ENSG00000078487	1.787	1.833	2.069	1.58	1.405	1.447	0.0147769010273112	55063
ENSG00000169871	7.726	8.085	7.592	6.537	6.846	7.224	0.0196087301831584	81844
