converted_alias	mock_rep1	mock_rep2	mock_rep3	sars_cov_rep1	sars_cov_rep2	sars_cov_rep3	p_value
ENSG00000121989	1.257	1.288	1.395	1.034	1.057	1.103	0.005878416422102783
ENSG00000136542	40.23	39.24	43.42	31.99	35.68	35.38	0.01870844189607722
ENSG00000115170	3.886	3.876	3.963	2.752	3.046	3.146	0.0015796925615628303
ENSG00000115267	3.341	3.815	3.761	5.57	5.917	5.657	0.00034087593070066533
ENSG00000236107	0.6808	0.5987	0.783	0.479	0.4453	0.4258	0.012882194627828995
ENSG00000198648	4.131	4.447	4.516	3.725	3.631	3.835	0.008698115652495373
ENSG00000227617	3.373	3.907	4.14	3.156	2.825	2.926	0.027582937419347475
ENSG00000138398	21.33	22.48	23.28	19.18	20.91	19.82	0.034336003283699165
ENSG00000213160	0.5314	0.5608	0.6417	0.4575	0.4908	0.4151	0.03554423839992637
ENSG00000213160	0.5287	0.5579	0.6351	0.4509	0.5031	0.4132	0.045140411951411274
ENSG00000071909	0.6742	0.731	0.778	0.3847	0.3418	0.6079	0.03217573543354384
ENSG00000123600	2.886	3.019	3.477	2.516	2.592	2.367	0.029066258889465724
ENSG00000071967	10.61	9.577	12.17	7.182	8.674	7.402	0.026661399267778257
ENSG00000172845	4.674	4.532	5.311	3.337	4.14	3.624	0.02743274868879598
ENSG00000138433	38.55	38.96	38.05	36.11	37.65	35.68	0.035445448297762264
ENSG00000163328	1.542	1.803	1.837	1.12	1.367	1.35	0.02163283705216047
ENSG00000115966	6.118	5.575	5.847	5.097	5.047	5.363	0.0214847453456136
ENSG00000155657	0.09283	0.1015	0.1065	0.08247	0.08528	0.08136	0.014329650416725867
ENSG00000163510	12.93	13.96	13.92	10.92	12.4	10.71	0.022960460945465447
ENSG00000115232	0.7242	0.6564	0.9106	0.5563	0.4108	0.5018	0.03454823704542426
ENSG00000144366	1.29	1.553	2.09	0.9511	0.8863	0.8532	0.03445682594146495
ENSG00000138449	0.7247	0.7074	0.5899	0.3059	0.3047	0.5579	0.03921737417039383
ENSG00000151687	0.2086	0.1761	0.1624	0.0822	0.09358	0.04417	0.005768849688572026
ENSG00000064933	2.149	1.968	2.061	1.486	1.651	1.633	0.003149990174945326
ENSG00000187699	0.02328	0.06142	0.07415	0.0131	0.0	0.00448	0.04041555870286878
ENSG00000233654	0.1598	0.118	0.1018	0.01799	0.01792	0.0246	0.0036409619983214796
ENSG00000115415	15.27	16.55	17.69	21.19	23.96	23.85	0.004744385826433513
ENSG00000128641	107.8	108.4	118.7	123.0	137.0	125.9	0.0373877792588285
ENSG00000168497	8.97	8.179	8.835	7.76	6.17	6.881	0.02961277959397377
ENSG00000081320	2.647	2.676	3.226	1.911	2.455	2.064	0.046710148246799005
ENSG00000197121	0.7151	0.7433	0.8639	0.6113	0.615	0.5588	0.02184163921097753
ENSG00000115896	0.0	0.0	0.0	0.009485	0.009449	0.009729	4.3056379943580856e-08
ENSG00000196141	27.85	27.33	28.82	23.63	24.03	25.12	0.003888439497038099
ENSG00000138380	0.6781	0.652	0.64	0.4495	0.49	0.3596	0.005083403847202071
ENSG00000119004	0.762	0.7921	0.8292	0.6657	0.727	0.7267	0.03540823201730288
ENSG00000114948	0.7836	0.7303	0.569	0.3437	0.4108	0.3486	0.008643242917071118
ENSG00000163251	2.352	2.676	2.65	2.163	2.028	2.134	0.015655186401971704
ENSG00000178385	0.8098	0.7445	0.7796	0.6604	0.6821	0.6387	0.006557252295618481
ENSG00000138413	53.13	49.75	55.85	43.8	47.06	46.48	0.02462191044861996
ENSG00000030419	1.312	1.498	1.608	1.235	1.216	1.213	0.04410181937272409
ENSG00000115414	836.6	692.5	722.9	884.1	887.0	886.6	0.036821203732238156
ENSG00000079308	1.018	1.014	0.9753	0.8892	0.7578	0.7026	0.018355643599838815
ENSG00000127824	153.0	129.2	145.3	188.9	170.2	197.0	0.015500892023352189
ENSG00000116106	1.962	1.602	1.912	0.9543	1.127	0.9979	0.0029824444732593743
ENSG00000163082	2.978	3.651	3.359	5.509	6.693	4.98	0.01151553068642178
ENSG00000085449	18.53	19.92	22.89	15.58	16.62	17.37	0.04737660119491594
ENSG00000168958	15.02	13.51	15.39	12.76	12.87	13.19	0.044795858757012384
ENSG00000115009	4.469	6.453	5.938	53.75	47.3	43.85	0.00013474685656177465
ENSG00000067066	8.878	9.017	9.139	9.965	10.52	10.54	0.002800880884339175
ENSG00000226125	0.1002	0.1058	0.05322	0.02821	0.0281	0.04823	0.04546547226435017
ENSG00000182600	0.5171	0.5798	0.488	0.2547	0.3745	0.4105	0.02869844929036686
ENSG00000066248	0.2133	0.2251	0.2391	0.1801	0.1395	0.06843	0.04490238136178772
ENSG00000168918	31.24	29.57	30.84	28.63	26.85	25.79	0.023401262908013747
ENSG00000123485	3.383	3.159	3.468	2.77	2.414	2.991	0.03318542874294888
ENSG00000227252	0.02256	0.01191	0.03194	0.0	0.0	0.008686	0.040984749161268264
ENSG00000115648	1.609	1.739	1.619	1.178	1.348	0.955	0.015019588604825725
ENSG00000130294	0.0	0.0	0.0	0.01579	0.007863	0.01349	0.006261621803839515
ENSG00000146205	1.196	1.149	1.165	1.559	1.381	1.622	0.008820968945103615
ENSG00000115694	10.18	9.587	9.33	15.1	12.0	11.6	0.04773301346852424
ENSG00000113851	3.324	3.632	3.834	3.001	2.857	3.072	0.01836483850549387
ENSG00000150995	1.065	1.017	1.153	0.749	0.9371	0.8236	0.023294715533388213
ENSG00000134107	129.1	133.2	130.5	143.5	144.8	146.3	0.0006554951471152218
ENSG00000196220	2.332	2.47	2.305	1.902	1.683	1.939	0.005108593338399691
ENSG00000134070	1.677	1.589	1.457	4.162	4.744	4.716	0.00012031880633681239
ENSG00000157014	6.132	5.451	5.887	6.59	7.292	6.525	0.03634223348857387
ENSG00000144560	8.48	8.998	9.805	7.992	7.623	7.292	0.028545975973453232
ENSG00000207496	8.937	7.446	9.323	14.83	14.77	10.14	0.047549905208259975
ENSG00000144711	2.716	2.732	2.568	2.273	2.452	2.401	0.016420708059699564
ENSG00000163517	5.933	6.42	5.9	5.164	4.866	5.545	0.02600651404160583
ENSG00000154764	7.311	7.9	9.393	12.02	9.767	11.34	0.03552205322791663
ENSG00000163528	7.994	7.748	8.286	9.045	8.873	10.35	0.04523107810028114
ENSG00000154767	11.78	12.5	11.75	10.16	11.01	10.4	0.013478029051104057
ENSG00000131378	4.317	4.282	4.906	6.031	6.007	6.453	0.002614640324267111
ENSG00000131374	6.989	6.635	7.617	5.936	5.89	5.517	0.014757367278724946
ENSG00000182568	2.672	2.931	3.072	2.378	2.256	2.388	0.011485861686175608
ENSG00000129810	0.2469	0.2606	0.3654	0.1642	0.1636	0.1857	0.034772256900750385
ENSG00000174738	3.226	3.77	4.373	2.556	2.881	2.438	0.03094626943361277
ENSG00000163491	0.09838	0.08373	0.08312	0.03215	0.0605	0.03665	0.010984119340561743
ENSG00000144642	0.741	0.7528	0.9216	0.5145	0.6291	0.6158	0.03336163680997613
ENSG00000170266	41.38	40.0	39.34	34.62	36.53	36.23	0.006226673227038859
ENSG00000170275	22.3	21.13	21.71	19.4	20.06	20.16	0.011241512902254782
ENSG00000144677	11.78	11.46	13.26	8.277	9.263	9.704	0.011432560867789937
ENSG00000206760	2.194	3.705	3.417	5.928	5.413	4.56	0.022945540871008186
ENSG00000168032	8.912	8.705	8.665	10.27	10.72	10.53	0.0003214313840708394
ENSG00000182606	11.06	11.9	12.3	10.27	10.35	10.78	0.031946872885695005
ENSG00000114812	0.6443	0.7543	0.5985	0.2946	0.2935	0.4766	0.01526100774799404
ENSG00000181061	110.5	101.5	102.0	73.55	91.49	90.6	0.04072168983020052
ENSG00000185219	1.248	1.407	1.343	1.08	1.068	1.242	0.04937620026951262
ENSG00000163814	33.76	31.34	32.96	40.51	41.39	41.47	0.00040510049181168766
ENSG00000163820	7.092	7.364	6.879	6.742	6.244	6.553	0.041345266503160866
ENSG00000173578	0.01581	0.005562	0.007461	0.0	0.0	0.0	0.03790083476740867
ENSG00000114648	6.74	5.809	6.063	7.414	7.149	8.151	0.028692173101247186
ENSG00000172113	1.801	1.918	2.001	2.1	2.101	2.071	0.03528420161365495
ENSG00000008300	0.1644	0.2024	0.1745	0.2159	0.2089	0.2193	0.04360736742720524
ENSG00000185909	11.11	11.67	10.69	8.825	7.707	7.816	0.002611878078209788
ENSG00000264633	5.855	6.179	3.454	2.197	2.189	1.127	0.023265867259208383
ENSG00000164078	4.963	4.574	4.199	5.546	5.607	5.442	0.013463276829143377
ENSG00000114378	1.099	1.524	0.8246	1.884	1.619	1.863	0.04412327034795331
ENSG00000114767	5.342	7.249	5.582	8.114	7.655	8.519	0.03491165390640005
ENSG00000023330	16.01	13.95	14.3	17.6	17.83	18.93	0.011282856003258908
ENSG00000010319	0.05172	0.04093	0.07321	0.02911	0.0145	0.0	0.03242662695793449
ENSG00000136068	107.6	94.66	105.0	130.3	123.1	132.3	0.005682367944112029
ENSG00000244161	9.292	9.211	7.701	13.66	10.64	12.1	0.02851307956712016
ENSG00000163686	2.36	2.712	2.543	2.037	2.147	1.656	0.03038761825853615
ENSG00000163689	1.424	1.411	1.53	1.174	1.303	1.221	0.01401764458572847
ENSG00000241111	0.7739	0.5728	0.619	0.4752	0.5072	0.4333	0.046688482689734315
ENSG00000163637	0.7395	0.7164	0.7034	0.6341	0.6122	0.566	0.006981009072541568
ENSG00000163638	0.1675	0.1502	0.166	0.2357	0.2724	0.216	0.010045928484697443
ENSG00000241158	0.0	0.0	0.0	0.03746	0.01866	0.01281	0.03657658643043307
ENSG00000227124	1.415	1.464	1.505	1.093	1.234	0.9645	0.01135257828983772
ENSG00000206538	1.336	1.588	1.7	1.187	1.188	1.232	0.03552767095993922
ENSG00000184500	6.133	6.303	6.373	3.954	4.159	3.514	0.00029687544054829055
ENSG00000178700	3.457	3.081	3.475	2.442	2.67	2.524	0.005415851650628357
ENSG00000144810	6.952	6.471	7.128	9.515	10.69	10.12	0.0011443869737672524
ENSG00000144815	2.122	2.005	2.407	1.898	1.7	1.693	0.038989075022389005
ENSG00000144802	10.27	11.35	10.79	17.51	21.28	20.26	0.001607348767916277
ENSG00000170017	48.34	51.58	55.5	39.68	46.59	43.45	0.0408187857090247
ENSG00000243701	2.362	2.303	2.675	1.687	1.881	1.881	0.008878618827069534
ENSG00000198919	1.482	1.39	1.5	1.066	0.923	1.148	0.0051242120629373085
ENSG00000177494	20.44	18.29	23.31	28.52	30.83	33.54	0.007456114945442047
ENSG00000240254	2.524	2.664	2.552	3.518	3.504	2.915	0.0226982369560193
ENSG00000241155	0.3143	0.3317	0.3708	0.118	0.235	0.121	0.012543493475591772
ENSG00000144843	0.6912	0.9165	0.8656	0.5587	0.5963	0.3616	0.032998499682470976
ENSG00000180353	10.9	8.902	10.52	11.6	11.96	12.7	0.04608420738035539
ENSG00000173230	13.6	14.33	15.0	11.71	12.64	12.13	0.011437881016858518
ENSG00000163406	2.392	2.258	2.446	1.853	1.723	1.588	0.002446596983739226
ENSG00000114013	1.073	1.062	1.203	0.5286	0.4764	0.5508	0.00029560781094398376
ENSG00000138496	3.868	4.368	4.097	6.203	5.819	6.722	0.002024879248840555
ENSG00000163840	6.382	6.723	7.181	8.907	8.695	9.058	0.0011218706473663232
ENSG00000173193	5.277	5.995	6.237	7.057	7.125	6.895	0.015930279982890948
ENSG00000169087	0.9827	0.8382	0.9433	0.6819	0.4378	0.5752	0.012584641891658234
ENSG00000273033	0.9856	1.064	1.137	0.9475	0.9066	0.7843	0.049719012120923986
ENSG00000065485	12.09	12.61	13.18	15.61	16.14	15.2	0.0019051121075995062
ENSG00000065534	0.718	0.7639	0.7009	0.3585	0.3636	0.2229	0.001155431212895544
ENSG00000175455	5.002	4.984	5.793	3.655	3.713	3.741	0.004366442099553467
ENSG00000173706	14.54	15.59	15.5	11.89	12.61	12.41	0.0018813286674297129
ENSG00000250218	0.1496	0.1579	0.2118	0.0	0.0	0.0	0.0008892708641112911
ENSG00000181789	36.8	31.44	37.04	42.19	41.13	42.11	0.022513912929711066
ENSG00000183624	14.42	14.67	15.57	13.28	13.22	13.81	0.02161010346348861
ENSG00000174564	92.51	91.28	95.74	79.28	87.1	86.62	0.036449742507316446
ENSG00000158220	0.08003	0.06497	0.04358	0.1109	0.1174	0.09005	0.03212179355462132
ENSG00000163714	12.91	13.53	14.45	11.27	12.07	11.64	0.017361672757059087
ENSG00000175040	0.5209	0.5164	0.4469	0.9773	0.8851	0.8081	0.0019104628413212914
ENSG00000181804	0.2994	0.4212	0.444	0.2568	0.1918	0.1701	0.024752601437869146
ENSG00000188313	7.268	8.226	7.245	12.15	12.38	15.07	0.004777219544453012
ENSG00000163754	7.695	6.996	8.17	6.386	6.411	6.267	0.02118511232109733
ENSG00000018408	8.044	7.035	7.685	5.596	6.322	6.728	0.036430584511497575
ENSG00000070087	82.21	76.82	90.75	71.55	70.74	71.98	0.043804860122251925
ENSG00000138271	45.46	48.43	50.31	41.56	44.1	42.19	0.027392687973180428
ENSG00000196549	0.3344	0.451	0.4822	0.251	0.2361	0.2551	0.018114757187694015
ENSG00000178053	2.208	2.645	2.617	2.011	2.059	2.053	0.034145958988321186
ENSG00000079257	11.34	12.56	12.03	8.392	9.295	7.308	0.005670739618276535
ENSG00000118855	25.18	24.61	22.13	19.8	21.03	16.78	0.0386054455716111
ENSG00000213186	0.5642	0.5594	0.7019	0.4234	0.3835	0.4739	0.027504867822526383
ENSG00000163590	0.2961	0.2783	0.3472	0.1875	0.2024	0.2102	0.00782058118490117
ENSG00000184378	0.9782	1.239	1.44	1.894	1.667	1.777	0.01972162867647502
ENSG00000171757	0.1412	0.1341	0.1699	0.04768	0.095	0.07065	0.011552206767865305
ENSG00000075420	13.67	11.85	12.27	15.0	15.92	14.62	0.01839674744092843
ENSG00000231574	0.9508	1.05	1.143	3.186	3.595	2.468	0.0036706206902186334
ENSG00000121864	1.097	1.187	1.379	0.9163	0.9128	0.859	0.01887617354570216
ENSG00000205981	8.885	9.335	8.827	8.387	7.864	7.223	0.03309837057440647
ENSG00000181449	4.867	5.439	4.551	2.754	3.882	3.306	0.017069262292345566
ENSG00000043093	4.671	4.746	5.665	3.454	3.788	4.137	0.03029700277651046
ENSG00000114867	130.2	115.8	121.3	141.3	133.5	136.7	0.03655277940442376
ENSG00000182580	2.44	2.982	2.58	2.243	1.68	1.825	0.03266822091782342
ENSG00000290862	2.765	2.573	2.704	2.007	2.203	2.213	0.003550401117866457
ENSG00000058866	0.03381	0.04757	0.03988	0.06343	0.06319	0.08675	0.024870194128896746
ENSG00000163918	11.54	11.7	10.5	8.353	9.847	7.506	0.02655248154947278
ENSG00000073849	12.12	11.41	11.24	9.643	10.5	10.7	0.03604587489974217
ENSG00000145012	2.374	2.752	2.722	2.224	2.079	2.099	0.020446784875121592
ENSG00000196083	2.795	2.741	2.901	2.46	2.393	2.41	0.0015642939195338827
ENSG00000114331	4.815	4.456	4.666	3.771	3.867	3.919	0.0021533003610413825
ENSG00000189058	7.054	8.485	6.013	5.294	4.423	4.175	0.03226469068351744
ENSG00000224652	0.3577	0.3775	0.4051	0.2416	0.2005	0.0413	0.02495366561223704
ENSG00000163959	0.6401	0.579	0.712	0.3088	0.3589	0.4224	0.005180236110126155
ENSG00000163960	6.083	6.497	7.273	5.35	5.102	5.408	0.021109297450432
ENSG00000186001	2.712	2.758	2.756	2.912	3.141	3.098	0.01273683372758224
ENSG00000114473	2.412	2.008	2.068	1.645	1.6	1.831	0.03107225755475959
ENSG00000168924	10.32	10.28	11.6	14.13	12.26	12.91	0.027614540620405994
ENSG00000063978	19.33	18.37	20.14	21.86	20.81	20.68	0.04413927212060198
ENSG00000087269	18.1	16.1	18.18	18.9	20.96	20.33	0.04639203764408585
ENSG00000163993	62.88	67.39	63.48	101.9	93.25	101.9	0.0004287737521563195
ENSG00000196526	5.982	5.898	5.98	7.33	6.861	7.12	0.001145400119098248
ENSG00000109667	2.876	2.843	2.752	2.411	2.385	2.349	0.00042808285271054224
ENSG00000071127	125.7	119.6	115.0	139.7	132.8	128.1	0.04260884723730592
ENSG00000002549	19.27	17.55	16.7	21.24	22.62	21.95	0.008684850678115794
ENSG00000118579	1.861	2.084	2.17	1.688	1.668	1.627	0.015834404795087163
ENSG00000163257	2.256	2.352	2.524	2.038	2.112	2.168	0.03552704020963818
ENSG00000163138	0.7172	0.7123	0.8511	0.5778	0.544	0.6252	0.02550476088518333
ENSG00000109819	0.4636	0.5746	0.477	0.1942	0.2176	0.2511	0.0018300326001339587
ENSG00000109610	0.475	0.3646	0.6114	0.2917	0.2421	0.2327	0.0363450294458008
ENSG00000091490	11.61	11.49	11.94	10.55	11.07	9.952	0.029826758569278203
ENSG00000169851	2.166	2.355	2.63	1.556	1.509	1.391	0.003310467724703382
ENSG00000174145	0.08382	0.07961	0.09493	0.04718	0.0658	0.01613	0.04705236160392989
ENSG00000169299	26.98	25.41	24.83	20.87	24.24	20.83	0.044439395036253736
ENSG00000163682	681.0	678.1	810.1	520.5	570.0	568.2	0.021507157179589762
ENSG00000109814	7.76	8.346	8.816	6.737	6.64	7.163	0.013343997061342953
ENSG00000163683	3.352	3.632	3.513	2.906	3.119	2.931	0.008188524596057338
ENSG00000145246	8.159	7.618	8.034	6.49	6.731	6.621	0.0017402207793685675
ENSG00000109182	0.341	0.8771	0.6336	1.272	1.099	1.288	0.022336086933573016
ENSG00000226950	5.348	5.218	5.756	4.866	4.765	4.977	0.029996392676256357
ENSG00000109163	0.1188	0.07837	0.07359	0.01672	0.03331	0.02287	0.012085147009563044
ENSG00000080493	0.06624	0.04302	0.0541	0.03442	0.03428	0.03726	0.04763465982691805
ENSG00000169435	6.433	6.366	7.214	5.526	6.073	5.709	0.04628747862999698
ENSG00000169429	22.07	24.36	22.07	106.0	121.4	106.7	6.355869479519149e-05
ENSG00000124875	0.4254	0.3591	0.6925	1.724	1.002	2.047	0.027847205255011852
ENSG00000163739	41.18	52.23	48.83	123.2	124.9	120.2	2.895125393834005e-05
ENSG00000163735	0.51	0.1983	0.494	4.653	3.792	4.649	0.00019900018812589581
ENSG00000163734	3.771	3.338	1.55	10.48	16.51	12.74	0.00535377413939722
ENSG00000081041	17.65	19.43	13.12	37.89	47.81	42.93	0.00158172360547074
ENSG00000163738	0.4829	0.4877	0.3675	0.5962	0.5357	0.5896	0.043091914512539166
ENSG00000182585	1.65	2.273	2.25	1.467	1.519	1.21	0.04297419097797279
ENSG00000174796	1.166	1.382	1.46	1.0	0.9965	0.9833	0.017672368226513354
ENSG00000138769	0.225	0.1815	0.1967	0.149	0.1632	0.1222	0.032539917935609335
ENSG00000156194	0.0	0.0	0.0	0.01899	0.01892	0.02598	0.0008106798559095012
ENSG00000163749	0.07801	0.0686	0.04601	0.02927	0.01458	0.03003	0.021133299540254752
ENSG00000138771	3.422	3.218	3.472	3.744	3.575	3.806	0.03139900321263681
ENSG00000138772	157.4	133.4	144.7	175.0	184.4	212.9	0.02680645817338133
ENSG00000138756	3.191	3.28	3.506	2.811	2.995	2.854	0.015759714187005475
ENSG00000145284	20.08	20.55	17.78	14.83	16.49	13.89	0.01839573347824436
ENSG00000163625	4.267	4.298	4.428	3.894	3.859	4.186	0.03763859758884218
ENSG00000180769	0.3143	0.2967	0.3512	0.2421	0.1669	0.2483	0.029629513010066336
ENSG00000138639	0.8392	0.7316	0.706	0.607	0.6274	0.5665	0.02358605197385017
ENSG00000109339	0.4649	0.5333	0.4483	0.3944	0.3702	0.3449	0.019352923169257456
ENSG00000198189	2.031	2.254	2.479	1.459	1.571	1.725	0.011267604649708966
ENSG00000118762	3.174	3.493	3.475	2.484	2.78	2.453	0.005313062152669712
ENSG00000138642	3.051	2.889	3.256	3.928	4.106	4.053	0.0012467802534659547
ENSG00000248019	0.6722	0.6878	0.7209	0.4586	0.6167	0.541	0.0317947832500309
ENSG00000138640	1.521	1.475	1.514	1.232	1.341	1.199	0.0055462240625625105
ENSG00000246090	4.499	4.39	4.326	3.402	3.769	3.26	0.004377991082661648
ENSG00000172955	0.7509	0.7726	0.7308	0.4226	0.6105	0.5347	0.01492813780558784
ENSG00000070190	14.17	14.24	15.73	17.12	16.92	18.64	0.018690869387835582
ENSG00000145358	0.02511	0.053	0.05332	0.2261	0.3097	0.1836	0.006837314662768616
ENSG00000109320	10.79	11.14	11.16	14.79	15.85	15.29	0.00020121365080368118
ENSG00000109323	6.396	6.66	6.505	5.211	5.334	5.329	0.0001424941458885206
ENSG00000245384	0.02203	0.02325	0.01559	0.0	0.0	0.0	0.0010324850925450824
ENSG00000168769	2.67	2.526	3.028	2.117	2.392	2.144	0.03890014219907629
ENSG00000168743	4.541	6.413	5.478	3.428	4.254	3.565	0.044508945451316693
ENSG00000138798	0.1046	0.07025	0.06732	0.04282	0.02133	0.04027	0.02888139402809601
ENSG00000145349	3.587	3.729	4.114	2.706	2.706	3.204	0.014852954814088633
ENSG00000275994	11.48	10.01	13.42	8.428	8.395	9.029	0.04021462086300625
ENSG00000138735	1.004	1.078	1.289	0.6612	0.8687	0.6094	0.02434183372676697
ENSG00000145386	4.854	4.972	6.13	4.071	3.922	3.828	0.028949045236206554
ENSG00000138688	5.212	5.645	5.754	4.749	4.687	4.318	0.011118414673764308
ENSG00000151458	5.934	6.115	7.278	5.051	5.197	5.102	0.03511491257039035
ENSG00000196159	1.008	1.043	1.096	0.7577	0.7591	0.6426	0.002068814380100663
ENSG00000164040	16.38	20.12	17.39	13.5	14.08	12.93	0.01866275146923063
ENSG00000250033	0.1124	0.07413	0.1094	0.04745	0.04726	0.02704	0.014395881247899322
ENSG00000196951	0.4214	0.2737	0.3442	0.2189	0.2181	0.2121	0.03819083138125051
ENSG00000170153	0.07759	0.05264	0.07453	0.01872	0.03107	0.0128	0.007617126918034982
ENSG00000164136	0.5325	0.6597	0.6883	0.3649	0.3375	0.4723	0.020351057666235902
ENSG00000071205	7.317	7.622	8.276	5.987	6.81	6.62	0.02828974953288283
ENSG00000109670	4.276	4.45	4.949	3.486	3.815	3.246	0.016102892067846833
ENSG00000169989	0.1221	0.0859	0.08642	0.0	0.04564	0.03916	0.019910510241039275
ENSG00000121210	4.102	3.995	4.337	3.455	3.737	3.824	0.03472126736171298
ENSG00000137462	0.4224	0.4092	0.7548	1.068	1.204	0.9328	0.017208055363896614
ENSG00000164125	2.634	2.366	2.654	1.959	2.02	1.783	0.005713697524294032
ENSG00000248429	3.915	4.52	4.426	3.742	3.565	3.378	0.028092323574900328
ENSG00000171503	5.86	6.403	6.596	5.405	5.66	5.668	0.04015587677327509
ENSG00000052795	1.269	1.35	1.369	1.153	1.079	1.067	0.0048917691977345525
ENSG00000109472	5.672	6.44	5.61	4.105	4.373	4.688	0.00857823111406699
ENSG00000164105	9.655	9.623	9.661	7.38	8.288	8.098	0.003379603011821359
ENSG00000164118	0.8175	0.6963	0.9188	0.4925	0.6675	0.4527	0.04129790459971875
ENSG00000038002	6.653	7.973	6.954	5.6	6.38	5.66	0.049544918366198815
ENSG00000218336	0.6043	0.6495	0.6416	0.3653	0.4581	0.5018	0.011137148813324026
ENSG00000173320	0.7359	0.7303	0.6667	0.5016	0.5641	0.5302	0.0033304564542068014
ENSG00000164306	1.925	1.738	1.972	1.34	1.193	1.687	0.04436518388783719
ENSG00000151726	18.3	18.7	18.16	13.9	14.06	14.17	1.741471981762888e-05
ENSG00000164342	2.43	2.45	2.511	1.888	1.929	1.705	0.0010367302011826851
ENSG00000083857	50.31	48.42	50.65	53.44	55.6	54.55	0.007090086453080337
ENSG00000179046	0.8136	0.7805	0.6806	1.304	1.548	1.983	0.013551422937905679
ENSG00000164366	2.169	1.903	2.109	1.871	1.809	1.722	0.04683612927327217
ENSG00000028310	4.589	4.496	4.395	4.777	4.925	4.881	0.0066661464554497556
ENSG00000150753	92.74	76.92	83.16	98.41	106.4	104.3	0.02238250263624105
ENSG00000039139	0.3233	0.2513	0.258	0.3441	0.3791	0.4073	0.027705899376313365
ENSG00000154122	2.629	3.03	2.844	2.09	2.144	2.033	0.0034412443203327317
ENSG00000154153	0.3161	0.4766	0.4582	0.2373	0.1688	0.2666	0.02993962097509182
ENSG00000145555	16.76	14.68	16.52	18.18	18.56	19.76	0.0247081214763666
ENSG00000040731	1.216	1.145	1.218	0.6528	0.7133	0.4897	0.001265835647227494
ENSG00000168685	1.17	0.8881	0.9086	1.477	1.919	1.746	0.009977281667966499
ENSG00000197603	1.687	1.637	1.689	1.425	1.544	1.55	0.020249411497712633
ENSG00000145623	14.42	14.86	14.33	15.94	18.26	16.82	0.023794917738868767
ENSG00000082074	25.13	26.59	22.6	18.04	19.35	17.11	0.007755448696254862
ENSG00000112964	0.3123	0.3083	0.4706	0.1248	0.2034	0.1861	0.030334074444904355
ENSG00000198865	1.965	2.173	2.12	1.117	1.343	0.9655	0.001706222797542375
ENSG00000250722	3.44	3.835	3.927	2.061	2.24	1.676	0.0014654518146283704
ENSG00000016082	0.6725	0.5161	0.7032	0.3957	0.3942	0.4883	0.03586347470697997
ENSG00000134363	10.56	11.51	11.41	14.11	14.07	12.77	0.009534310139878132
ENSG00000185305	1.811	2.122	2.013	1.325	1.544	1.589	0.015390737429773545
ENSG00000039123	25.98	23.97	26.56	20.18	22.81	22.23	0.028225951280502735
ENSG00000287709	0.118	0.04152	0.08354	0.0	0.0	0.01514	0.028583525392693057
ENSG00000035499	1.327	1.086	1.19	0.7347	0.7318	0.9069	0.010655932245315919
ENSG00000049192	0.1401	0.07152	0.1439	0.2034	0.2077	0.2122	0.019548788465392004
ENSG00000152939	9.122	8.38	8.826	7.653	8.13	7.958	0.028365028864149915
ENSG00000145736	2.272	2.545	2.404	1.872	2.075	2.208	0.04731025769590391
ENSG00000049883	1.431	1.349	1.403	1.115	1.223	1.065	0.007731375672433001
ENSG00000157111	3.141	3.149	2.483	4.125	4.403	4.896	0.007961304553717647
ENSG00000164331	9.895	9.458	9.665	8.735	7.723	8.254	0.010750450905575935
ENSG00000198780	1.087	1.249	1.345	0.7795	0.9391	0.9546	0.023144891751487543
ENSG00000176928	1.302	1.8	2.009	1.04	1.051	0.8918	0.030331700196023683
ENSG00000152409	1.265	1.395	1.587	1.084	1.055	1.029	0.019246696474413877
ENSG00000164300	7.574	8.067	8.503	6.638	6.682	6.776	0.0076435870232208795
ENSG00000145687	1.86	2.143	1.95	1.313	1.704	1.325	0.02474524984926199
ENSG00000245864	0.4236	0.4471	0.2999	0.159	0.1584	0.2174	0.012985699071989086
ENSG00000153140	16.87	17.85	21.81	13.59	13.48	14.7	0.03435503536654411
ENSG00000237187	0.05813	0.06135	0.04801	0.03272	0.02173	0.02238	0.004900587067580521
ENSG00000145757	0.5514	0.4476	0.5404	0.4297	0.4043	0.3306	0.04797549170741783
ENSG00000173221	18.97	14.27	14.85	19.75	22.51	21.98	0.034216286734207735
ENSG00000145730	29.72	30.24	28.56	26.43	28.38	27.21	0.045209050253569194
ENSG00000181751	1.656	1.807	1.792	1.467	1.482	1.418	0.0046298722261874075
ENSG00000112874	4.721	4.076	4.821	3.319	3.306	3.555	0.009747978942329484
ENSG00000134986	2.386	2.483	2.469	1.484	1.928	1.876	0.00886497447698637
ENSG00000145782	14.23	12.69	13.43	11.11	12.49	11.48	0.04427208600532829
ENSG00000145781	1.22	1.309	1.402	0.8443	1.021	1.074	0.019166384404434397
ENSG00000092421	1.163	1.109	1.005	1.445	1.43	1.439	0.0017585096318708912
ENSG00000113083	0.6294	0.6903	0.5067	0.9447	1.01	0.76	0.0326517879421404
ENSG00000205302	10.01	8.681	10.38	7.946	8.534	7.97	0.048898519365774974
ENSG00000061455	0.0	0.0	0.0	0.006906	0.006879	0.009445	0.0008085658456864522
ENSG00000168916	3.368	3.66	3.846	2.578	2.986	2.903	0.012667691114172973
