converted_alias	mock_rep1	mock_rep2	mock_rep3	sars_cov_rep1	sars_cov_rep2	sars_cov_rep3	p_value
ENSG00000083750	2.907	2.931	2.562	2.043	2.398	2.277	0.02398510935368956
ENSG00000188021	13.87	12.66	13.93	11.69	11.58	11.07	0.011014680180798866
ENSG00000204271	0.9039	1.107	1.184	0.7734	0.7805	0.8594	0.041491901024412754
ENSG00000147065	239.2	213.2	225.4	251.2	255.3	271.8	0.026819868726441962
ENSG00000089472	0.06954	0.05504	0.06768	0.03914	0.009747	0.01338	0.013675413176441172
ENSG00000131080	1.996	2.093	1.565	1.357	1.262	1.459	0.0378361188974262
ENSG00000147168	0.08524	0.08996	0.0	0.2399	0.1912	0.2133	0.008520445841858813
ENSG00000165240	1.388	1.82	1.791	1.105	1.247	1.074	0.024599278545480698
ENSG00000165259	1.095	1.124	1.271	0.9885	0.9183	0.8545	0.022064620392758656
ENSG00000174740	0.02039	0.04304	0.01444	0.0	0.0	0.0	0.04077142155952492
ENSG00000236256	0.06692	0.07062	0.04737	0.0	0.0	0.0	0.0010293891893653816
ENSG00000102384	0.8267	0.9867	1.15	0.5761	0.6733	0.7387	0.0359438311575582
ENSG00000102385	0.008985	0.0	0.00636	0.03034	0.02015	0.02767	0.006665856114624565
ENSG00000126945	29.66	28.62	28.42	23.14	26.36	24.46	0.013667880784984888
ENSG00000198908	0.5987	0.5287	0.6833	0.4402	0.4522	0.4703	0.0305320320985708
ENSG00000172476	0.1992	0.2103	0.1645	0.07476	0.1117	0.1023	0.005795154899447693
ENSG00000147231	0.5192	0.707	0.5809	0.3582	0.3944	0.419	0.02174884367325129
ENSG00000133135	5.174	5.317	5.116	3.621	3.716	3.662	1.9911974225126372e-05
ENSG00000157514	13.55	14.06	13.55	7.416	8.516	8.133	9.772683342046882e-05
ENSG00000243978	0.1625	0.1286	0.09344	0.06858	0.03416	0.07035	0.03826195211351256
ENSG00000268104	11.75	11.17	14.36	27.5	25.2	29.97	0.0008629900878094307
ENSG00000003096	1.446	1.064	1.528	0.6538	0.8847	1.012	0.0489742540577379
ENSG00000125351	13.11	13.49	12.49	10.18	11.67	11.7	0.03345210576961176
ENSG00000258545	1.306	1.214	1.496	0.455	0.6973	0.8138	0.0070592953626392035
ENSG00000134597	18.0	17.56	16.68	19.54	19.23	19.8	0.0074635381121255714
ENSG00000134602	11.55	11.05	12.45	9.925	10.82	9.691	0.04523014221464908
ENSG00000076770	0.4785	0.546	0.589	0.4465	0.3239	0.3783	0.03178868585662593
ENSG00000208005	2.763	1.944	1.304	1.037	0.0	0.0	0.03846185205240958
ENSG00000129675	0.5974	0.5388	0.6459	0.4525	0.3898	0.2969	0.01737196287396857
ENSG00000102081	7.814	8.184	8.375	6.577	7.245	6.497	0.009442112814777207
ENSG00000283697	0.05522	0.1166	0.07818	0.1243	0.1858	0.1913	0.040057179374955766
ENSG00000029993	62.57	56.17	65.02	68.13	72.91	72.64	0.031103003256625194
ENSG00000183837	0.0	0.0	0.0	0.01999	0.01991	0.03418	0.006490093060949147
ENSG00000102030	29.0	28.37	26.19	34.02	30.51	33.28	0.025412698061137568
ENSG00000207165	10.65	10.73	9.942	9.814	9.233	9.321	0.033273471335158976
ENSG00000071859	56.87	59.3	58.67	71.24	66.68	65.6	0.006995009054763687
ENSG00000182712	3.859	3.916	4.097	3.425	2.913	3.485	0.024903576341096176
